epoch,loss,loss/bc_left,loss/bc_right,loss/data,loss/ic,loss/pde_residual,loss/smma,lr,step
33,0.0013496547471731901,0.00014209523214958608,0.00012816621165256947,0.0007316016708500683,0.0001863976794993505,0.0001613942440599203,0.0036064002197235823,,42499
,,,,,,,,0.001,42500
34,0.0012419573031365871,0.00011041027028113604,9.719614899950102e-05,0.0007059247000142932,0.00017096297233365476,0.00015746199642308056,0.0034881778992712498,,43749
,,,,,,,,0.001,43750
35,0.0012443183222785592,0.00011053901835111901,9.851518552750349e-05,0.0007071317522786558,0.00017099373508244753,0.000157138318172656,0.003375984961166978,,44999
,,,,,,,,0.001,45000
36,0.0012443132000043988,0.00011158950655953959,9.902037709252909e-05,0.0007066060206852853,0.0001725522306514904,0.00015454516687896103,0.003269401378929615,,46249
,,,,,,,,0.001,46250
37,0.0012497639982029796,0.0001114196638809517,9.923861944116652e-05,0.0007138791843317449,0.00017229541845154017,0.0001529305736767128,0.0031684194691479206,,47499
,,,,,,,,0.001,47500
38,0.0012346735456958413,0.0001093230748665519,9.509913070360199e-05,0.0007065977551974356,0.00017143796139862388,0.00015221541980281472,0.003071732120588422,,48749
,,,,,,,,0.001,48750
39,0.0012304303236305714,0.0001090981240849942,9.777976083569229e-05,0.0007043742807582021,0.00016621852410025895,0.00015295813500415534,0.0029796671587973833,,49999
,,,,,,,,0.001,50000
40,0.0012264602119103074,0.00010694427328417078,9.409299673279747e-05,0.0007063504890538752,0.00016767358465585858,0.00015139907191041857,0.0028920068871229887,,51249
,,,,,,,,0.001,51250
41,0.001212742761708796,0.00010494470916455612,9.295233758166432e-05,0.0007010942208580673,0.0001613571512280032,0.0001523936225567013,0.0028080435004085302,,52499
,,,,,,,,0.001,52500
42,0.0011978276306763291,0.00010087675764225423,9.103745105676353e-05,0.0006977104931138456,0.0001573146873852238,0.0001508871791884303,0.002727532759308815,,53749
,,,,,,,,0.001,53750
43,0.001205104636028409,0.00010709892376326025,9.586869418853894e-05,0.0006962820771150291,0.0001535561605123803,0.00015229925338644534,0.0026514113415032625,,54999
,,,,,,,,0.001,55000
44,0.0011795377358794212,0.00010045048111351207,8.738036558497697e-05,0.0006927013746462762,0.00014952586207073182,0.0001494803000241518,0.00257781776599586,,56249
,,,,,,,,0.001,56250
45,0.0011826290283352137,9.869050700217485e-05,8.999179408419877e-05,0.0006962065817788243,0.00014589645434170961,0.00015184213407337666,0.002508058212697506,,57499
,,,,,,,,0.001,57500
46,0.0011763029033318162,0.00010014730651164427,8.872189209796488e-05,0.0006944544147700071,0.00014423398533836007,0.00014874547196086496,0.0024414705112576485,,58749
,,,,,,,,0.001,58750
47,0.0011663222685456276,9.549149399390444e-05,8.785937825450674e-05,0.000691289606038481,0.0001404953800374642,0.00015118774899747223,0.0023777130991220474,,59999
,,,,,,,,0.001,60000
48,0.0011544594308361411,9.428262274013832e-05,8.55083271744661e-05,0.0006909631774760783,0.00013562719686888158,0.00014807781553827226,0.002316550351679325,,61249
,,,,,,,,0.001,61250
49,0.0011487383162602782,9.515768761048093e-05,8.652287215227261e-05,0.000686098646838218,0.00013756478438153863,0.00014339348126668483,0.0022581596858799458,,62499
,,,,,,,,0.001,62500
50,0.0011454271152615547,9.53154158196412e-05,8.581413567299023e-05,0.0006858386332169175,0.00013261017738841474,0.00014584876771550626,0.002202523173764348,,63749
,,,,,,,,0.001,63750
51,0.0011384205427020788,9.314678754890338e-05,8.226025238400325e-05,0.0006828438490629196,0.00013095901522319764,0.00014920967805664986,0.0021493181120604277,,64999
,,,,,,,,0.001,65000
52,0.0011237995931878686,8.945718582253903e-05,8.077739039435983e-05,0.0006830686470493674,0.00012746200081892312,0.00014303397620096803,0.0020980420522391796,,66249
,,,,,,,,0.001,66250
53,0.0011356998002156615,9.814179793465883e-05,8.887103467714041e-05,0.0006827959441579878,0.00012296403292566538,0.00014292827108874917,0.0020499250385910273,,67499
,,,,,,,,0.001,67500
54,0.0011108850594609976,9.00718368939124e-05,7.79479305492714e-05,0.0006764577119611204,0.00012319775123614818,0.00014320974878501147,0.002002973109483719,,68749
,,,,,,,,0.001,68750
55,0.001109049771912396,8.80546576809138e-05,7.868956890888512e-05,0.0006772677879780531,0.00012019485438941047,0.00014484275016002357,0.001958276843652129,,69999
,,,,,,,,0.001,70000
56,0.0010967750567942858,8.81051819305867e-05,7.7663833508268e-05,0.0006720958044752479,0.0001169623647001572,0.0001419472391717136,0.0019152017775923014,,71249
,,,,,,,,0.001,71250
57,0.0010856969747692347,8.545085438527167e-05,7.544612162746489e-05,0.0006681672530248761,0.00011596858530538157,0.00014066469157114625,0.0018737264908850193,,72499
,,,,,,,,0.001,72500
58,0.0010986546985805035,8.977470133686438e-05,8.043162961257622e-05,0.0006691006128676236,0.00011641533637885004,0.00014293119602371007,0.0018349728779867291,,73749
,,,,,,,,0.001,73750
59,0.0010863147908821702,8.402712410315871e-05,7.658524555154145e-05,0.0006694093463011086,0.00011145622556796297,0.00014483655104413629,0.0017975399969145656,,74999
,,,,,,,,0.001,75000
60,0.001070966012775898,8.100642298813909e-05,7.241145794978365e-05,0.0006653306190855801,0.00011231852840865031,0.00013989834405947477,0.0017612113151699305,,76249
,,,,,,,,0.001,76250
61,0.001073471736162901,8.120876736938953e-05,7.204075518529862e-05,0.0006669596186839044,0.00010955709149129689,0.0001437050086678937,0.0017268243245780468,,77499
,,,,,,,,0.001,77500
62,0.0010700069833546877,8.133451046887785e-05,7.30398460291326e-05,0.0006671965820714831,0.00010868744720937684,0.00013974767352920026,0.0016939834458753467,,78749
,,,,,,,,0.001,78750
63,0.001066637341864407,8.446329593425617e-05,7.428643584717065e-05,0.000661416444927454,0.00010741683217929676,0.00013905437663197517,0.0016626161523163319,,79999
,,,,,,,,0.001,80000
64,0.0010537562193349004,7.891395944170654e-05,7.090122380759567e-05,0.00065981614170596,0.00010648039460647851,0.00013764378672931343,0.001632173196412623,,81249
,,,,,,,,0.001,81250
65,0.001053554005920887,7.948046550154686e-05,6.834250962128863e-05,0.0006614661542698741,0.00010312643280485645,0.00014113860379438847,0.0016032422427088022,,82499
,,,,,,,,0.001,82500
66,0.0010437420569360256,7.579317752970383e-05,6.824229058111086e-05,0.0006586459930986166,0.00010293856757925823,0.0001381212641717866,0.0015752671752125025,,83749
,,,,,,,,0.001,83750
67,0.0010614258935675025,8.551613427698612e-05,7.543125684605911e-05,0.0006615770980715752,0.00010135855700355023,0.00013754350948147476,0.0015495751285925508,,84999
,,,,,,,,0.001,85000
68,0.00103468238376081,7.563261897303164e-05,6.819789996370673e-05,0.0006532372208312154,0.00010125462722498924,0.00013635984214488417,0.0015238304622471333,,86249
,,,,,,,,0.001,86250
69,0.001062356517650187,8.835490007186309e-05,7.715637184446678e-05,0.0006605754606425762,9.988929377868772e-05,0.00013638137897942215,0.001500756829045713,,87499
,,,,,,,,0.001,87500
70,0.0010260302806273103,7.501045183744282e-05,6.617797043872997e-05,0.0006514343549497426,9.927376231644303e-05,0.00013413417036645114,0.001477020443417132,,88749
,,,,,,,,0.001,88750
71,0.0010339494328945875,7.478801853721961e-05,6.662996747763827e-05,0.000654913776088506,9.93905050563626e-05,0.00013822743494529277,0.0014548669569194317,,89999
,,,,,,,,0.001,90000
72,0.0010218488750979304,7.302258745767176e-05,6.394132651621476e-05,0.0006511644460260868,9.843688894761726e-05,0.000135283189592883,0.0014332160353660583,,91249
,,,,,,,,0.001,91250
73,0.0010182696860283613,7.473403820767999e-05,6.46988264634274e-05,0.0006519259186461568,9.336900984635577e-05,0.00013354286784306169,0.0014124687295407057,,92499
,,,,,,,,0.001,92500
74,0.0010407754452899098,8.489137690048665e-05,7.475657912436873e-05,0.0006526187644340098,9.458349086344242e-05,0.00013392437540460378,0.001393884071148932,,93749
,,,,,,,,0.001,93750
75,0.0010081854416057467,7.04164121998474e-05,6.243358075153083e-05,0.0006473722169175744,9.192166908178478e-05,0.00013604204286821187,0.0013745990581810474,,94999
,,,,,,,,0.001,95000
76,0.0010348896030336618,7.937847112771124e-05,6.806254532421008e-05,0.0006572866695933044,9.35724820010364e-05,0.00013658934039995074,0.0013576135970652103,,96249
,,,,,,,,0.001,96250
77,0.0010044097434729338,6.893192767165601e-05,6.149771070340648e-05,0.000646694446913898,9.26144202821888e-05,0.0001346722710877657,0.0013399533927440643,,97499
,,,,,,,,0.001,97500
78,0.0010165066923946142,7.48220772948116e-05,6.684735853923485e-05,0.0006514792912639678,8.909006282920018e-05,0.00013426666555460542,0.0013237810926511884,,98749
,,,,,,,,0.001,98750
79,0.0010043543297797441,6.952865078346804e-05,6.217813643161207e-05,0.0006459001451730728,9.048536594491452e-05,0.00013626125291921198,0.0013078097254037857,,99999
,,,,,,,,0.001,100000
80,0.0009969406528398395,6.845367897767574e-05,6.0990394558757544e-05,0.0006430235807783902,9.059086733032018e-05,0.00013388204388320446,0.0012922663008794188,,101249
,,,,,,,,0.001,101250
81,0.0009881554869934916,6.607283285120502e-05,5.800396320410073e-05,0.0006428082706406713,8.79647268448025e-05,0.0001333054096903652,0.0012770607136189938,,102499
,,,,,,,,0.001,102500
82,0.000993071706034243,6.669895083177835e-05,6.042432869435288e-05,0.0006437058327719569,8.69018622324802e-05,0.0001353402913082391,0.0012628613039851189,,103749
,,,,,,,,0.001,103750
83,0.0010045906528830528,7.709018973400816e-05,6.640569336013868e-05,0.0006423065206035972,8.712083945283666e-05,0.00013166766439098865,0.0012499478179961443,,104999
,,,,,,,,0.001,105000
84,0.0009829014306887984,6.56350384815596e-05,5.767246329924092e-05,0.0006374443764798343,8.716186857782304e-05,0.0001349880767520517,0.0012365954462438822,,106249
,,,,,,,,0.001,106250
85,0.0010018895845860243,7.319546421058476e-05,6.49680951028131e-05,0.0006448820349760354,8.532875654054806e-05,0.00013351549569051713,0.001224860199727118,,107499
,,,,,,,,0.001,107500
86,0.0009852288058027625,6.651815783698112e-05,5.975556996418163e-05,0.0006412671064026654,8.614682883489877e-05,0.00013154023326933384,0.001212878618389368,,108749
,,,,,,,,0.001,108750
87,0.0009804621804505587,6.611458957195282e-05,5.890633474336937e-05,0.0006372743519023061,8.397245983360335e-05,0.0001341940660495311,0.0012012578081339598,,109999
,,,,,,,,0.001,110000
88,0.0009864848107099533,7.00911259627901e-05,6.176448368933052e-05,0.0006387056200765073,8.422378596151248e-05,0.00013169925659894943,0.0011905190767720342,,111249
,,,,,,,,0.001,111250
89,0.0009754056809470057,6.464286707341671e-05,5.772133590653539e-05,0.0006358069367706776,8.546977187506855e-05,0.00013176395441405475,0.0011797634651884437,,112499
,,,,,,,,0.001,112500
90,0.0009710065787658095,6.737934745615348e-05,5.771899668616243e-05,0.0006361003615893424,8.160425204550847e-05,0.0001282034645555541,0.0011693256674334407,,113749
,,,,,,,,0.001,113750
91,0.0009563341154716909,6.036397098796442e-05,5.242119004833512e-05,0.0006317091756500304,8.137810073094442e-05,0.00013046214007772505,0.0011586759937927127,,114999
,,,,,,,,0.001,115000
92,0.000966496067121625,6.566492083948106e-05,5.6778084399411455e-05,0.0006324413698166609,8.115277159959078e-05,0.00013045937521383166,0.0011490670731291175,,116249
,,,,,,,,0.001,116250
93,0.0009634823072701693,6.294421473285183e-05,5.7375400501769036e-05,0.0006326728616841137,8.059134415816516e-05,0.00012989819515496492,0.0011397878406569362,,117499
,,,,,,,,0.001,117500
94,0.0009619365446269512,6.179980846354738e-05,5.519369733519852e-05,0.0006328081362880766,8.075263031059876e-05,0.00013138348003849387,0.001130895223468542,,118749
,,,,,,,,0.001,118750
95,0.0009584972285665572,6.163780199130997e-05,5.577682895818725e-05,0.0006328591261990368,7.886477396823466e-05,0.00012935875565744936,0.0011222753673791885,,119999
,,,,,,,,0.001,120000
96,0.0009543997584842145,5.931593113928102e-05,5.311025233822875e-05,0.0006312409532256424,7.938862108858302e-05,0.00013134433538652956,0.0011138815898448229,,121249
,,,,,,,,0.001,121250
97,0.0009837417164817452,7.325896149268374e-05,6.153534923214465e-05,0.000637910736259073,7.912927685538307e-05,0.00013190893514547497,0.0011073745554313064,,122499
,,,,,,,,0.001,122500
98,0.0009502745815552771,5.745407906943001e-05,5.24793031217996e-05,0.000628794077783823,7.904513768153265e-05,0.00013250198389869183,0.0010995195480063558,,123749
,,,,,,,,0.001,123750
99,0.0009552548290230334,6.265708361752331e-05,5.563555896515027e-05,0.0006305967108346522,7.920482312329113e-05,0.00012716032506432384,0.001092306338250637,,124999
,,,,,,,,0.001,125000
100,0.0009490925585851073,5.789777060272172e-05,5.152024095878005e-05,0.0006292265607044101,7.792380347382277e-05,0.0001325246412307024,0.0010851456318050623,,126249
,,,,,,,,0.001,126250
101,0.0009597743046469986,6.243230745894834e-05,5.559194687521085e-05,0.0006327047594822943,7.669039041502401e-05,0.0001323541218880564,0.0010788771323859692,,127499
,,,,,,,,0.001,127500
102,0.0009418330155313015,5.96546487940941e-05,5.327062535798177e-05,0.0006245261174626648,7.649237522855401e-05,0.0001278891577385366,0.0010720249265432358,,128749
,,,,,,,,0.001,128750
103,0.0009537839214317501,5.8795725635718554e-05,5.196551501285285e-05,0.0006291419849731028,7.847569941077381e-05,0.00013540555664803833,0.001066112774424255,,129999
,,,,,,,,0.001,130000
104,0.0009533095289953053,6.3470215536654e-05,5.287902240525e-05,0.0006285042036324739,7.785885827615857e-05,0.0001305963087361306,0.0010604726849123836,,131249
,,,,,,,,0.001,131250
105,0.0009474216494709253,5.490229887072928e-05,4.790156162925996e-05,0.0006302009569481015,7.766576163703576e-05,0.00013675181253347546,0.0010548201389610767,,132499
,,,,,,,,0.001,132500
106,0.0009398530819453299,5.761715874541551e-05,5.07195400132332e-05,0.0006243583629839122,7.736522820778191e-05,0.00012979310122318566,0.0010490717831999063,,133749
,,,,,,,,0.001,133750
107,0.0009505325579084456,5.863861588295549e-05,5.190451702219434e-05,0.000629704911261797,7.786012429278344e-05,0.00013242466957308352,0.0010441448539495468,,134999
,,,,,,,,0.001,135000
108,0.0009376805392093956,6.0718459280906245e-05,5.1065318984910846e-05,0.0006226341938599944,7.312359957722947e-05,0.00013013945135753602,0.0010388215305283666,,136249
,,,,,,,,0.001,136250
109,0.0009423638111911714,5.4575837566517293e-05,4.9388225306756794e-05,0.0006277368520386517,7.504693348892033e-05,0.0001356161810690537,0.0010339986765757203,,137499
,,,,,,,,0.001,137500
110,0.0009427521727047861,5.778132253908552e-05,5.209845403442159e-05,0.0006271388265304267,7.479641499230638e-05,0.00013093803136143833,0.0010294363601133227,,138749
,,,,,,,,0.001,138750
111,0.0009275002521462739,5.427365977084264e-05,4.853639256907627e-05,0.0006221867515705526,7.279429701156914e-05,0.00012970964598935097,0.0010243395809084177,,139999
,,,,,,,,0.001,140000
112,0.000939227466005832,6.342239066725597e-05,5.452216282719746e-05,0.0006186667014844716,7.350701343966648e-05,0.00012910830264445394,0.0010200839024037123,,141249
,,,,,,,,0.001,141250
113,0.0009328866144642234,5.614878682536073e-05,4.924851964460686e-05,0.0006222832016646862,7.269920024555176e-05,0.0001325074554188177,0.0010157241486012936,,142499
,,,,,,,,0.001,142500
114,0.0009362665005028248,5.635994239128195e-05,4.934599201078527e-05,0.000624733220320195,7.306691259145737e-05,0.0001327606732957065,0.0010117512429133058,,143749
,,,,,,,,0.001,143750
115,0.0009369842591695487,5.379362846724689e-05,4.908752816845663e-05,0.0006257001659832895,7.45040742913261e-05,0.0001338983711320907,0.0010080129140987992,,144999
,,,,,,,,0.001,145000
116,0.0009208810515701771,5.384137693908997e-05,4.8261950723826885e-05,0.000620208797045052,6.999594916123897e-05,0.00012857209367211908,0.0010036563035100698,,146249
,,,,,,,,0.001,146250
117,0.0009272897732444108,5.425566268968396e-05,4.9130838306155056e-05,0.0006209589773789048,7.14501366019249e-05,0.0001314946566708386,0.0009998379973694682,,147499
,,,,,,,,0.001,147500
118,0.0009273586329072714,5.440427776193246e-05,4.7307152271969244e-05,0.0006219323258846998,7.163637201301754e-05,0.00013207706797402352,0.0009962139884009957,,148749
,,,,,,,,0.001,148750
119,0.0009327603620477021,5.712930578738451e-05,5.2300209063105285e-05,0.0006213110173121095,7.009703404037282e-05,0.00013192302139941603,0.0009930413216352463,,149999
,,,,,,,,0.001,150000
120,0.0009304667473770678,5.734288060921244e-05,5.216026329435408e-05,0.0006213874439708889,7.038706098683178e-05,0.00012918929860461503,0.0009899125434458256,,151249
,,,,,,,,0.001,151250
121,0.0009208875708281994,5.298030373523943e-05,4.785989585798234e-05,0.0006189668201841414,7.051821739878505e-05,0.00013056206807959825,0.0009864612948149443,,152499
,,,,,,,,0.001,152500
122,0.0009179395856335759,5.2593069995054975e-05,4.724427344626747e-05,0.000616954464931041,6.995549483690411e-05,0.0001311909145442769,0.0009830351918935776,,153749
,,,,,,,,0.001,153750
123,0.0009173222351819277,5.3004579967819154e-05,4.864453148911707e-05,0.0006175246089696884,6.813903019065037e-05,0.0001300096046179533,0.000979749602265656,,154999
,,,,,,,,0.001,155000
124,0.0009253780590370297,5.569664062932134e-05,4.96063512400724e-05,0.0006167819374240935,6.893770478200167e-05,0.00013435508299153298,0.0009770309552550316,,156249
,,,,,,,,0.001,156250
125,0.0009195308666676283,5.2074945415370166e-05,4.796278881258331e-05,0.0006183700170367956,6.859022687422112e-05,0.00013253316865302622,0.0009741560206748545,,157499
,,,,,,,,0.001,157500
126,0.0009217021870426834,5.25129034940619e-05,4.792137406184338e-05,0.0006180222844704986,7.159760571084917e-05,0.0001316471752943471,0.0009715332998894155,,158749
,,,,,,,,0.001,158750
127,0.0009231811272911727,5.4885484132682905e-05,5.077796595287509e-05,0.0006189559353515506,6.699645018670708e-05,0.00013156553904991597,0.0009691157029010355,,159999
,,,,,,,,0.001,160000
128,0.0009119008900597692,4.9344991566613317e-05,4.419809556566179e-05,0.0006165261729620397,6.86479834257625e-05,0.0001331829553237185,0.0009662549709901214,,161249
,,,,,,,,0.001,161250
129,0.000916902266908437,5.431647878140211e-05,4.8960715503199026e-05,0.0006153608555905521,6.783798016840592e-05,0.00013042576028965414,0.0009637873154133558,,162499
,,,,,,,,0.001,162500
130,0.0009119111928157508,5.378618152462877e-05,4.589496893459e-05,0.000613081909250468,6.70423250994645e-05,0.00013210492033977062,0.0009611935238353908,,163749
,,,,,,,,0.001,163750
131,0.0009149963152594864,5.162629531696439e-05,4.594430356519297e-05,0.0006131406407803297,6.793945794925094e-05,0.00013634651259053499,0.0009588836692273617,,164999
,,,,,,,,0.001,165000
132,0.0009106978541240096,5.113950464874506e-05,4.667094981414266e-05,0.000615379074588418,6.639003549935296e-05,0.00013111846055835485,0.0009564743959344923,,166249
,,,,,,,,0.001,166250
133,0.000906268716789782,5.107393371872604e-05,4.6785298764007166e-05,0.0006115309661254287,6.626611138926819e-05,0.00013061305799055845,0.0009539640741422772,,167499
,,,,,,,,0.001,167500
134,0.0009030174114741385,5.00578353239689e-05,4.3626161641441286e-05,0.0006128895911388099,6.597520405193791e-05,0.0001304686738876626,0.0009514167322777212,,168749
,,,,,,,,0.001,168750
135,0.000908824906218797,4.877028914052062e-05,4.359534796094522e-05,0.0006145735969766974,6.722435500705615e-05,0.00013466151722241193,0.000949287146795541,,169999
,,,,,,,,0.001,170000
136,0.0009137201122939587,5.4997901315800846e-05,4.936818004352972e-05,0.0006115461583249271,6.653225136687979e-05,0.00013127562124282122,0.0009475087863393128,,171249
,,,,,,,,0.001,171250
137,0.0009030071087181568,4.9986105295829475e-05,4.5917175157228485e-05,0.0006098286830820143,6.42838203930296e-05,0.00013299041893333197,0.0009452837402932346,,172499
,,,,,,,,0.001,172500
138,0.0009046111954376101,4.9752936320146546e-05,4.633486605598591e-05,0.0006116027943789959,6.459029100369662e-05,0.00013233054778538644,0.0009432500810362399,,173749
,,,,,,,,0.001,173750
139,0.000895799370482564,4.964364052284509e-05,4.4266049371799454e-05,0.0006086964858695865,6.369174661813304e-05,0.0001295020483667031,0.0009408775367774069,,174999
,,,,,,,,0.001,175000
140,0.0009044457692652941,5.190358933759853e-05,4.662294304580428e-05,0.0006119983736425638,6.399908306775615e-05,0.00012992155097890645,0.0009390559862367809,,176249
,,,,,,,,0.001,176250
141,0.0009006154723465443,5.084161603008397e-05,4.4864114897791296e-05,0.0006102691404521465,6.324264541035518e-05,0.00013139763905201107,0.0009371339692734182,,177499
,,,,,,,,0.001,177500
142,0.0009011368965730071,5.033163324696943e-05,4.666174208978191e-05,0.0006071863463148475,6.605371163459495e-05,0.00013090322318021208,0.000935334071982652,,178749
,,,,,,,,0.001,178750
143,0.0009028970962390304,4.939148493576795e-05,4.682154758484103e-05,0.0006109092500992119,6.331248005153611e-05,0.0001324623153777793,0.00093371223192662,,179999
,,,,,,,,0.001,180000
144,0.0009058217983692884,5.5186712415888906e-05,4.9906237109098583e-05,0.0006086886278353631,6.403234147001058e-05,0.00012800686818081886,0.0009323177509941161,,181249
,,,,,,,,0.001,181250
145,0.0008899288368411362,4.748592255054973e-05,4.3348489271011204e-05,0.0006073524709790945,6.162789941299707e-05,0.00013011370901949704,0.0009301982936449349,,182499
,,,,,,,,0.001,182500
146,0.000890057475771755,4.750190782942809e-05,4.359966260381043e-05,0.0006061468156985939,6.278198270592839e-05,0.0001300274016102776,0.0009281912352889776,,183749
,,,,,,,,0.001,183750
147,0.000886476889718324,4.619232640834525e-05,4.209720646031201e-05,0.0006035878323018551,6.194496381795034e-05,0.0001326539204455912,0.0009261055383831263,,184999
,,,,,,,,0.001,185000
148,0.0008996145334094763,5.2418719860725105e-05,4.669168629334308e-05,0.0006063382606953382,6.325884169200435e-05,0.000130906468257308,0.0009247809648513794,,186249
,,,,,,,,0.001,186250
149,0.000891394738573581,4.7793924750294536e-05,4.438201358425431e-05,0.0006076024146750569,6.198329356266186e-05,0.00012963252083864063,0.000923111685551703,,187499
,,,,,,,,0.001,187500
150,0.0008882027468644083,4.957003693562001e-05,4.44632678409107e-05,0.0006037225830368698,6.186409154906869e-05,0.00012858319678343832,0.0009213662124238908,,188749
,,,,,,,,0.001,188750
151,0.0008920036489143968,4.7554403863614425e-05,4.284430178813636e-05,0.00060726871015504,6.168149411678314e-05,0.00013265464804135263,0.0009198980988003314,,189999
,,,,,,,,0.001,190000
